,label,content
437,EnterSports,北京时间2月17日，日本花滑女神、温哥华冬奥会女单项目的银牌得主浅田真央当天在SNS上对包揽了男单项目金银牌的两位后辈选手羽生结弦、宇野昌磨送上了祝贺。浅田在SNS写道：“羽生君！昌磨！祝贺你们！！了不起！太了不起了！最棒的表现！还有陈巍，可以（在自由滑比赛）展现自身最佳水准的演技，太好了。”并贴上了和羽生、宇野的三人合影。陈巍在本届冬奥会“复制”了上届索契冬奥上，浅田演绎的绝境逆袭剧。在巨大压力下，短节目发挥失常仅列第17位、夺牌无望的情况下，他在今天的自由滑亮出了6个四周跳，成为冬奥舞台上自由滑第一个完成6个四周跳的运动员。陈巍的得分为215.08分，这也是历史上自由滑第五高分，仅次于羽生结弦和西班牙名将费尔南德兹。所以浅田不忘鼓励陈巍，令很多网友感动不已：“真央很贴心”，“也希望陈巍今后成为像羽生和真央那样铭记在历史上的花滑选手”，“日本的花滑热潮是真央一手促成的，羽生他们今天有如此的成就，也有她的一份功劳。”（Anemone）
438,EnterSports,改革开放四十年来，中国电影不断拓展题材，丰富类型，与时俱进，锐意创新。为使观众更好了解四十年来中国电影发展历程，《今日影评》推出一档全新电影文化访谈特别节目《今日影评·鸿论》，节目以“学者+电影+当事人”的模式，通过纪实的拍摄手法，围绕甄选出的四十部电影，以清华大学尹鸿教授与谢飞、陈凯歌、张瑜、卢燕、贾樟柯、姚晨、黄渤、宁静、吴京等电影史亲历者进行访谈的形式，通过直接、深刻的问题设置，挖掘当时真实情况的同时，通过对电影语言表达形式、电影市场发展、电影中体现的社会变迁等方面，全面剖析电影以及衍生话题，还原串联出改革开放四十年这段相对短暂但却急剧变化的中国电影史。吴京，演员、导演。代表作《战狼》系列，《杀破狼》系列，曾获得第三十四届大众电影百花奖最佳男主角奖，第十七届中国电影华表奖优秀男演员奖等，其作品具有强烈的爱国情怀和民族认同感。12月28日，《今日影评·鸿论》特邀导演吴京分享新时期中国主旋律电影发展现状。作为有史以来第一部进入全球票房排行榜前一百名的华语电影，吴京坦言全年都在参加电影活动，正是为了借《战狼》的巨大影响力将中国电影的进步宣告世界。在为《战狼》申请奥斯卡奖时，几位奥斯卡、金球奖评委对吴京发出惊叹，更有印度制片人直接向吴京购买版权，拍摄印度版《战狼》。当《战狼》在海外放映时，多数电影院都一票难求。在《今日影评·鸿论》中，吴京认为，这是由于中国电影在海外华人同胞心中已经成为重要的认同载体，未来中国电影应更多关注海外华人对国产影片的强烈渴求。在《今日影评·鸿论》中，尹鸿将主旋律电影分为三大类型：革命先烈、英雄模范与国家重大工程类型，而这三个类型的影片构成了吴京自幼以来的观影历程。吴京认为经典电影不论从整体故事结构到人物生长曲线、逻辑、类型都有明确的方向。但随着时代的变化，观众对主旋律的理解也随之而改变，吴京表示在当今主旋律具体的外在表现方式多种多样，但价值观的主旋律是其中的根本。虽然吴京式的英雄从个体出发，但这样更贴近了普通观众。作为习武之人，维护正义、惩恶扬善的道德标准已经潜移默化成为吴京骨髓中不能磨灭的印记。而他认为爱国情怀更是每一个拥有祖国之人的共同感情，所以国家、民族英雄类型电影的流行是一种世界现象。而经典主旋律电影所创造的文化传统对吴京的影响是巨大的，吴京正是继承发扬了主旋律电影的精神，才将为国家荣誉而战的精神通过荧屏推广到千家万户。从汶川灾区走出中国“战狼”在《今日影评·鸿论》中，吴京表示战狼形象的确立要追溯到自己1995年入行，1997年有幸参与了袁和平导演执导的电视剧《太极宗师》，袁和平导演的认真为吴京上了第一课。吴京在香港接拍的第一部电影《杀破狼》让他知道了自己的电影定位，即男性荷尔蒙电影。由于当时中国男性电影市场被国内外一众硬派男性占据，他并不被看好。在汶川赈灾途中，吴京被抗震救灾的战士所震撼，军人作为责任与担当的象征，于是成为吴京寄托自己理想的典型形象，以军人为蓝本的“战狼”形象也应运而生。从武术演员到武打演员再到导演，一路走来吴京很感谢张鑫炎导演对自己的教导。张鑫炎导演教育吴京即使出演男主角，也要尊重电影行业中的每一个工种，因为所有主角都是剧组中不同工种共同努力下成就的。张鑫炎导演使吴京了解了艺术来源于生活的真谛，为了亲身践行，吴京曾跟随特种部队训练野外生存，知道了“蚯蚓的味道”。“多读书”是张鑫炎导演传授给吴京的箴言，正是通过理论结合实践，吴京才逐渐形成了自己的表演风格。在《今日影评·鸿论》中，尹鸿表示两部《战狼》带动了新主流电影的潮流，但未来主旋律、主流价值观传达的电影还有很长的路要走。吴京他认为主流价值观电影因为其贴近民众，已经成为观众喜闻乐见的电影题材，但中国电影市场的庞大空间为更多新类型电影的出现提供了可能性，而新类型电影的出现也为电影的发展提供了机会。在《今日影评·鸿论》中，吴京感谢自己的时代。改革开放四十年以来，中国的巨大的经济成就与高速银幕增长率，使中国人渴望抒发的的情绪得以疏解。国家的强大也使国人更加关注中国文化的传播。而在这个时代中，中国电影所展现的爱国主义情怀是时代所需，也是吴京赋予自己的使命与义务。本期节目是《今日影评·鸿论》改革开放四十周年篇的收官之作，《今日影评·鸿论》带领观众从导演到演员全方位接触了改革开放四十周年中国电影发展的方方面面，以“电影人”为独特视角，梳理出了四十年光影变化的点滴细节，为观众更深入了解中国电影发展提供了一扇窗口，也为中国电影的未来送上了诚挚的祝福。《今日影评》栏目保持了其栏目特有的文化品质，对小正大精品的追求，继《今日影评·表演者言》之后的《今日影评·鸿论》更加细腻生动，以温度为时代之鉴，以回忆为思想之驹。据悉，10月26日至12月28日，电影频道《今日影评》电影文化访谈特别节目《今日影评·鸿论》于每周五晚十点档播出。
439,EnterSports,新浪娱乐讯近日，克里斯汀·斯图尔特（KristenStewart）和新女友SaraDinkin多次被目击现身加利福尼亚街头购物。据USWeekly消息，有内部人士透露，KristenStewart和StellaMaxwell已于一个月前分手，两人的感情似乎在斯图尔特拍《霹雳娇娃》之前就出现了问题。不过俩人仍对彼此非常友好，而且有很多共同好友。俩人最后一次被媒体拍到是十月现身阿姆斯特丹机场。据了解，KristenStewart和StellaMaxwell于17年1月开始有了接触，随后经常形影不离，公开秀恩爱。
440,EnterSports,"从出发到冲线，100公里路程很长，长到要不停奔跑，从白天到下一个白天。从出发到冲线，100公里路程却又很短，短到一年相约片刻，从相见到下一次相见。100公里的路程既长且短，TNF100在这条路上已经走了整整10年。在马拉松尚属小众运动的年代，2009年的北京昌平居庸关长城脚下，几十名“野人”破开混沌，在挑战86公里赛道的同时，挑战着彼时人们对于“越野”的认知。第一届TNF100冠军日本选手镝木毅用了不到7小时回来时，终点小伙伴们的惊讶和喜出望外一道，成为了唤醒国人“越野基因”的第一声。接下来的2010年，当镝木毅再次率先从山间归来，越来越多的人想去看看，这段雄伟的长城背后的林间究竟蕴藏了多少能量，支撑着一位又一位跑者咧着嘴、土了脸地满意归来。在越野圈有一句着名的行动指南，“越野跑才是跑者的归宿”。对于第一代受到感染而即将踏上越野跑起点选手，他们血液里的“越野基因”已经被成功唤醒。TNF100的难度和规模逐步升级，但仍然无法与越野跑人口的爆炸式增长以及选手的参赛热情完全匹配。在2011年，杨家根为中国选手拿到了TNF100创立以来首个冠军；2012年，参加百公里项目的选手首次突破200人；2013和2014年分别移师门头沟和凤凰岭。已经冲出起点的TNF100意气风发，沿途中的风光、野趣激起了每一位“野人”的兴致，在社交媒体逐渐开始活跃的头几年，TNF100就以赛事的专业和赛道的极致风情征服了网络，而新媒体时代下的每一位选手，都成为了赛事最好的代言。自汇跑赛事2015年开始运营TNF100以来，“去野”无论是对于入门新手，抑或是野圈老鸟来说，都已经成为了“规定动作”。2015年的TNF100开始，全新设立的25公里和10公里项目仿佛变成了赛事一大黑洞，吸引了无数“小野”竞相尝试；而对于百公里和50公里组时间上的调整，又使得老鸟们都能感受夜里北京深山的呼吸，俯瞰京城沉睡的模样。都说马拉松带火了越野跑，报名人数快速增长，已经超过了出于安全性考虑的赛事对于选手的容纳能力。2016年加入了报名退出候补机制，让未中签跑者的等待有了继续的意义。同时，TNF100在这一年开始有了一个昵称“TheNiceFood100”。丰富的赛事补给让选手笑称，TNF100俨然成为了一场大型户外自助餐活动。2017年，TNF100长白山和TNF100莫干山的加入，使得北京之外的地区首次迎来了这一中国最大的越野赛事。赛事的情怀同样升级，“打造越野跑爱好者人生中的第一场越野赛”不仅仅是个口号，更是所有选手参赛之后发自内心的赞叹。你看，这个专业却不那么正经的赛事公司做了那么多，是不是对得起“跑野深坑挖掘者”这个称号？迎来十岁生日的TNF100以其专业和包容，已经成为了每一位“野人”的亲密伙伴，也成为了越来越多越野初阶者人生第一场越野赛的不二选择。在十年这一重要节点，仿佛老天也不甘于让这场曾唤醒国人越野基因的优秀比赛进行的过于平淡，北京市有关部门发布了《关于做好4月20日至21日降雨应对工作的通知》后，汇跑赛事与有关部门进行了深入的沟通和探讨后立刻采取了应急方案应对。出于对选手安全考虑，取消了受降雨影响较大的100公里项目，并将50公里项目起跑时间和关门时间做出了相应调整。同时，也拿出最大的诚意来解决因恶劣天气而受到影响的选手参赛、领物及出行摆渡的问题。不仅为已报名100公里项目的选手提供选择性变更为50公里项目、50公里Plus项目或25公里项目的机会，以弥补100公里选手不能赴十年之约的遗憾，又为100公里项目选手送上2018TNF100长白山、成都、莫干山、广州任一站任意项目的免费名额，让选手们甚感欣慰。在如今社交媒体活跃度一路走高的形势下，汇跑赛事的应急处理方案在得到了广大参赛选手理解的同时收获了好评不断，成为了跑步社交段子手笔下一篇篇风趣幽默的赛记和一段段感人至深的情怀留言，诸如：“最美的不是下雨天，是曾与你风雨中跑过的TNF100越野赛“、“TNF100十周年，最艰难的经历，在赛道之外”、“假路标，这不是人造革，是真的皮耶”、“10周年北京TNF100,组委会项目变更，我这么看”等文章爆红网络。在风雨中怒放的十周年不仅是对参赛选手的考验，更是对赛事组织者的历练和考验，不得不说汇跑赛事的应急处理为十周年增添了不少赛事热度，用诚意获得了选手的谅解和支持，相信这是份合格的答卷，期待TNF100的下一个十年之约。从4月22号的TNF100北京站开始，到12月TNF100广州站收官。6场十岁生日趴还有5场，约吗？"
441,EnterSports,网易娱乐1月16日报道据香港媒体报道，有市场调查指出全球年轻人最爱用的社交媒体是Instagram（以下简称IG），但一直有人质疑IG的关注者和点赞数是否真能够代表一个人的受欢迎程度，可否造假？最近有网络专家称能分析出假IG帐户的网站，曝出香港一众艺人假粉丝比例高于30%，中枪者包括视帝陈展鹏和新视后李佳芯，其他如刘佩玥、姚子羚、陈凯琳、陈山聪、黎诺懿等人也全部中招。有关网站将一众户头分类为美容、运动、时装、旅游、动物等等，如果以“TVB”（无线电视）搜寻，IG粉丝人数有9万多的三四线艺人、前港姐张名雅，假粉丝比例高达47%，而音乐节目《超级巨声》出身的陈国峰，IG追踪人数约有3万多，但其假粉丝比例高达49.8%，让媒体以“夸张”形容。接下来轮到平均每星期都有发帖的陈展鹏，其IG追踪人数近30万，但网站分析出他的假粉丝有43%，恐怕对其形象有所影响。至于TVB以外，坐拥6000万粉丝的杨颖（AngelaBaby），其IG假粉丝比例约23%左右；而红到上太空的邓紫棋G.E.M。，其追踪人数比也有近6000万，假粉丝比例约23%左右。有关网站只列出粉丝性别、年龄层、种族等简单数据，所以不容易定夺到底IG用户是主动买粉丝，还是假粉丝为了卖广告而追踪艺人。至于怎样才会被列为假帐户，有关网站指出：秒赞、定期关注或取消关注（unfollow）其他帐号、长期在同一时间发布帖子的电脑操作帐号，以及提供买卖追踪者服务的帐号都会被列为假账号。IG早年曾经发起大扫除行动，将IG内的假帐户删除，令某些用户关注者大幅减少。
442,EnterSports,安东尼会去哪无疑是如今转会市场关注度最高的新闻，在之前的报道中，几乎可以确定老鹰会在得到安东尼之后对他进行买断，而他的下家基本锁定在火箭和湖人之间，而根据今天最新的消息显示，安东尼已经决定在被老鹰买断之后，以一份老将底薪的价格加盟火箭。上赛季，效力于雷霆的安东尼场均上场32.1分钟，能够贡献16.2分5.8篮板1.3助攻。（Mr.D.D）
443,EnterSports,12月28日至30日，张学友演唱会在苏州连演三天。据苏州公安消息，三天时间，苏州警方在全市范围内共抓获22名在逃人员。苏州公安发文称：“2月28日—30日，张学友演唱会在苏州连演三天。三天时间，苏州公安在全市范围内共抓获22名在逃人员。当然，这并不是仅仅源于歌神的助攻，也是苏州公安民警日日夜夜守护平安的无私奉献。”据统计，自今年4月第一起在逃人员在张学友演唱会上被抓事件至今，警方已在张学友演唱会上陆续抓捕了约80名犯罪嫌疑人或在逃人员。
444,EnterSports,谍战剧《天衣无缝》正在江苏卫视热播，故事开篇便营造了紧张的对决气氛：临时红色交通站遭到叛徒出卖，“烟缸”贵婉牺牲，小组成员被设计清洗，而前一秒与大哥贵翼以书生身份相见的资历平，后一秒又成了地下党的核心骨干。短短几集辗转上海、哈尔滨、苏州等多处，加上复合时空、闪回、倒叙手法的剪辑，紧凑的节奏和巨大的信息量让观众不禁感慨：“太烧脑了！”“相比其他谍战剧，这部剧最大的不同就是人物众多、关系复杂，而且是复合时空的叙事结构。”对于观众的观剧反响，导演李路给出了自己的见解，“烧脑不是该剧的主标签，由于前几集出现的人物和故事线索太多，设的局太大，所以可能需要观众凝神看，才能够认真解读，才能够看得懂。我希望观众还得耐下心来，接受前几集相对比较绕的叙事方式，马上就会一马平川了，每一集都有每一集的爆点，这样走下去会越来越好看。”除了开篇多线索的剧情铺垫，秦俊杰饰演的资历平因多重身份引发观众广泛关注。辗转于宾馆服务员、地下党、教授等多重身份，这个角色充满了神秘气息。秦俊杰将一个小少爷的圆滑睿智，周旋各方势力之间的花样迭出演绎得入木三分。“秦俊杰饰演的资历平是一个亮点，为了设一个巨大的局，他以各种身份出现，展现了各种才艺。”李路说，剧中演绎的难点，就是兄弟情义与信仰之间的选择和对决，这些才是未来观众看到后会撕心裂肺的，也是拍摄上着重笔墨来抒写的地方。（关一文）
445,EnterSports,虎扑1月10日讯结束了全明星周末前的最后一场常规赛后，南区全明星首发后卫吴前飞往青岛参加相关活动。他在一场与小朋友的一对一对决中被晃翻在地。除了吴前之外，广州男篮郭凯也已经抵达青岛，参与了这次活动，在防守端为小朋友送上了一记惊天大帽。(编辑：迷妹)
446,EnterSports,"北京时间10月3日，2018年女排世锦赛中国女排迎战保加利亚女排。最终中国女排在先失一局的情况下连扳三局战胜对手，四局比分为22-2525-2225-1425-17。在赛后的技术统计上中国女排朱婷21分，袁心玥12分颜妮11分，龚翔宇11分，李盈莹10分，张常宁8分，曾春蕾2分，姚迪1分，丁霞1分。进攻中国女排61-56保加利亚女排，拦网13-8,发球3-3,自失12-20。（小黑）"
447,EnterSports,新浪娱乐讯湖南卫视将在暑期档推出全新原创音乐节目《幻乐之城》。近日有消息称，天后王菲会加盟节目任嘉宾，且片酬上亿。今日（5月5日），节目组通过官方微博证实确实在接洽王菲，同时否认了其天价片酬传闻，并表示目前网传的节目形式等信息均不实，一切以官方为准。4月27日，在2018湖南卫视创研大会上，由洪涛及梁翘柏共同监制的全新原创综艺《幻乐之城》揭开神秘面纱，正式定档湖南卫视暑期黄金档。近日持续有传闻称，天后王菲确定加盟该节目，且片酬高达上亿元。自王菲方回应只是和节目在“洽谈中”，未最终拍板后。今日，节目组也通过官方微博发声明表示，确实在接洽王菲参与，但近期部分媒体发布的关于节目形式、嘉宾天价片酬等信息均为虚假不实信息，一切消息以官宣为准。（XLZY/文）4月27日，《幻乐之城》在湖南卫视创研大会上初次亮相便受到广泛关注，在此非常感谢大家的支持。《幻乐之城》由湖南卫视和酷博特文化联合出品，洪涛老师与梁翘柏老师联合监制。节目本着打造华语原创音乐节目的初心，自主创新原则，希望将华语原创节目推向全球，让更多观众认识和喜爱中华文化。节目将集结大量影视界、音乐界台前幕后的权威人士参与其中，突破现有音乐节目的瓶颈，将音乐和表演相结合，创新地表现一气呵成的“唱演表现模式”。节目计划于7月中旬在湖南卫视播出。节目目前已邀约着名艺人王菲等嘉宾参与，还有嘉宾也正在洽谈当中。近期部分媒体发布了很多关于节目形式、嘉宾片酬等事项的虚假不实信息，给大家造成了误导。在此感谢广大观众和各媒体对节目的关注，但关于《幻乐之城》所有有关之信息请以官宣为准。
448,EnterSports,网易娱乐1月3日报道热血英雄动画电影《钢铁飞龙之奥特曼崛起》今日发布“情动版”预告及“超人会飞”海报，首次披露冒险故事背后的亲情内核，一幕幕围绕着乐乐的相聚与离别开始上演，这个平凡男孩的成长之路也在观众面前慢慢显现。情动版预告为我们展示了《钢铁飞龙之奥特曼崛起》热血燃烧的终极决战之外的感人瞬间。在预告的开始，硝烟弥漫，乐乐一家三口在逃亡中不慎遭遇意外，妈妈在危难关头舍身救乐乐，自己却坠入火海。乐乐在半空中企图抓住妈妈，呼唤声划破夜空，令人心痛不已。妈妈留下的戒指被乐乐紧紧抓在手中，他的耳边回响着“我从来不会真正离你而去，请你相信你自己”。渴望救回妈妈的乐乐在千钧一发之际被奥特曼选作“传人”，还得到了充满魔力的“奥特曼魔方”。魔方与妈妈的戒指产生关联，成为复活妈妈的“希望”。乐乐在奥特曼的指引之下，鼓起勇气，站在了远比自己强大的对手伊特面前。平凡的乐乐究竟能否逆转局面，拯救母亲呢？今天同时公布的“超人会飞”版海报，同样呈现故事温情一面。奥特曼单手托起乐乐与小龙，在璀璨的城市夜空中飞翔，身后钢铁飞龙五人追随，伙伴的守护让小乐乐走出离别的情绪，重新找回乐观的天性，在奥特曼的手心迎接未来的希望。电影中，奥特曼战火之中伸出的援手，钢铁飞龙危难之际的守护，萌宠小龙不离不弃的陪伴，正是托举乐乐前行的坚实臂膀。平凡的乐乐也在伙伴的影响下，成长为有担当的男子汉，与伙伴们一起面对重重挑战。“没有超能力”的他用行动向我们证明：“没有谁是天生的超级英雄”，但拥有“爱与勇气”的人，足以“创造奇迹”。除了精彩的预告让观众一窥剧情，奥特曼更是“亲临”人群中，为影片提前预热。元旦小长假，巨型奥特曼空降广州维多利广场，与小朋友欢乐跨年，引发打卡围观。“大小粉丝”纷纷摆出经典动作，与奥特曼合影。据悉，奥特曼亲子日系列活动还将继续与小朋友见面，除了酷炫的奥特曼模型登场外，还将邀请“真人版”乐乐现场大秀“奥特曼课间操”，大小朋友打卡之际，还能参与舞蹈挑战，一起变身奥特曼传人。《钢铁飞龙之奥特曼崛起》由广州蓝弧动画传媒有限公司、北京亚细亚影视制作发行有限公司、广东升格传媒股份有限公司、珠江影业传媒股份有限公司、湖北长江电影集团有限责任公司、辽宁中影北方电影院线有限责任公司、佛山立新影业有限公司出品。由王巍执导，将于1月18日全国上映。
449,EnterSports,北京时间8月8日，据NBA记者蒂姆-麦克马洪报道，今年的圣诞大战，火箭队将在主场迎战雷霆队。今天早些时候，今年的4场圣诞大战已经被美媒体提前曝出来，分别是：湖人对勇士、凯尔特人对76人、雄鹿对尼克斯和开拓者对爵士。火箭和雷霆是第5组今年的圣诞大战对阵。值得一提的是，去年火箭和雷霆也打过圣诞大战，当时是火箭客场挑战雷霆。今年，比赛地点换成了休斯顿，而卡梅罗-安东尼将在休斯顿迎战老东家雷霆。（罗森）
450,EnterSports,"网易娱乐11月15日报道都市职场甜宠剧《你和我的倾城时光》曝光了一组CP海报。海报中，林浅（赵丽颖饰）厉致诚（金瀚饰）背后相拥，笑容甜蜜，带头撒糖。顾延之（俞灏明饰）和厉靳媛（刘凡菲饰）、Grace（曹曦文饰）与宁维凯（张峻宁饰）、陈铮（孟瑞饰）和陈雅怡（林源饰）或相视相笑，或相拥而立，或相背含羞，极尽“浓情蜜意”。海报中还特别加入剧中城市背景——武汉的地标建筑元素，在江城风光的映衬下，倾城爱情显得更为动人，CP剧情的进展也让人期待满满。该剧改编自丁墨同名小说，由着名导演张峰、余中和执导，赵丽颖、金瀚、俞灏明、曹曦文、孟瑞、林源、张峻宁、刘凡菲领衔主演，周一围、刘恺威友情出演。剧集开播以来收视口碑一路走高，卫视收视率保持在同时段前三，昨日更获胡歌、黄渤、刘诗诗集体发博推荐，引发观剧热潮。《你和我的倾城时光》同名小说作为热门IP,有着庞大的原着粉丝群，再加上“收视女王”赵丽颖的保驾护航，剧集开播之后捷报频传。截至截稿前，#电视剧你和我的倾城时光#微博话题阅读量已达10.1亿，话题讨论量达到2300万！开播两日以来，热搜词“赵丽颖新戏”、“周一围林莫臣”连续两天冲上热搜，“赵丽颖新戏”和“金瀚演技颜值都在线”更是承包热搜前两位；“倾城时光开播”“被金瀚圈粉”等热搜词也屡屡霸榜热搜，引发广泛讨论。#电视剧你和我的倾城时光#话题更是占据电视剧榜第一位，拥有极高的人气和关注度。在播期间，东方卫视、浙江卫视的收视率均稳定在同时段前三，甚至一度取得同时段第一的好成绩！截至目前，剧集在豆瓣、微博等网络平台上引发了诸多讨论。有豆瓣网友评论本剧“甜宠中有英气，商战里存正气”，是“找回初恋感的好剧。”作为一部演技颜值都在线的口碑好剧，《你和我的倾城时光》引得许多圈内演员自发安利。13日，黄渤转发赵丽颖微博称：“看温暖的新剧”，赵丽颖随即回复“谢谢黄渤哥”，两人的互动引发网友“暖心”的好评。接着，胡歌发文隔空对话俞灏明：“此后你的所有角色，我都会认真学习，你好，顾延之。”寥寥数字，让观众看到了两个优秀演员之间的惺惺相惜，十分动容。刘诗诗更是直接呼吁：“让我们大家来追剧吧”，配图还精心选择了之前发布的“汉绣版”海报，可谓十分用心。《你和我的倾城时光》到底有多少亮点，才能引得各位圈内演员争相推荐？一切都要在剧集中寻找答案。在已经播出的剧情中，无论是林浅（赵丽颖饰）和厉致诚（金瀚饰）高甜的“虔诚CP”线，还是林浅与林莫臣（周一围饰）温馨的兄妹线，都受到了观众好评，“周一围林莫臣”也屡次空降热搜。昨晚的剧情中，云南归来后的林浅和厉致诚因温达的面料问题再次相见，面对温达问题童装的危机二人不约而同的选择将其烧毁，隔空秀了一把默契。与此同时，厉致诚正式作为温达总裁现身，林浅也终于知道了这个对自己有救命之恩的“保安经理”的真实身份。再加上“火烧童装”的厉致诚隔着屏幕散发出的魄力和果断，林浅也不禁对这个和自己有默契的男人产生了兴趣，也顺利入职爱达，“虔诚CP”的未来拥有了更多新可能。另一方面，林浅拒绝了哥哥林莫臣的美国之邀，林莫臣虽然心疼，但表示尊重林浅的决定。兄妹二人临别之时的摸头互动又甜又暖，让观众忍不住大呼“国家欠我一个林莫臣”。值得一提的是，金瀚作为厉致诚的扮演者，为角色特别进行了军事特训，力求还原原着中厉致诚的军人气质。剧集一经开播，以军人身份亮相的厉致诚就牢牢抓住了观众的眼球，打戏干净利落，眼神坚定，直击人心。作为军人和霸道总裁的结合体，厉致诚将军人正直睿智，有勇有谋的特点代入商业经营。面对陈铮、宁维凯布下的问题童装连环局，他临危不乱，借力打力，在媒体面前火烧问题童装，挽回了企业信誉。这一举动所体现出的良心底线和正直精神，让一个有良心、有智谋的年轻企业家形象深入人心。在今晚即将播出的剧情中，“虔诚CP”联手与宁维凯和陈铮展开竞争，林浅和厉致诚也在并肩作战的过程中感情逐渐升温，林浅也即将回忆起她与厉致诚在云南初遇的过往。那么，“虔诚CP”能否成功拿下订单？林浅得知厉致诚就是救她的军人之后又会有什么反应呢？今天19:30锁定东方卫视、浙江卫视，这一切问题的答案等你揭晓。"
451,EnterSports,新华网北京7月5日电（杨光）几年前，央视一档大型公益寻人栏目《等着我》，开启了综艺+公益的大门。几年的时间，综艺“嫁接”公益的节目形式越来越丰富，节目内容依然犹如一缕清风，让有些浮躁、过于娱乐化的综艺市场“静下心来”。刚刚过去的第二季度，这样的综艺+公益模式节目依然受到了市场和受众的认可，除了东方卫视的纯公益纪实节目《我们在行动》以外，《天天向上》《奔跑吧》《极限挑战》等现象级节目也开始加入了“公益”元素，以寓教于乐的形式，传递着公益正能量。改变内容过度娱乐化，让受众从感官愉悦，升级为内心精神的满足，也彰显着节目制作公司和播出平台的社会责任与担当。无论是响应广电总局的要求，还是顺应整个综艺市场的发展需要，综艺节目杜绝低级趣味、摒弃过度娱乐化是大势所趋。近两年，综艺市场也的确得到了净化，各种既有意思又有意义的正能量节目相继上线，并得到了观众喜爱。其中，将综艺和公益“嫁接”到一起的节目类型，尤其得到市场认可，其娱乐性与功能性也愈发得到平衡。以刚刚过去的二季度综艺市场为例，其实综艺+公益大体可以分为两类：纯公益类节目以及在现象级节目中注入公益元素、线下公益活动。第二季度在东方卫视播出的《我们在行动》属于前者，节目立足民生问题，定位精准扶贫，深入偏远山区或县区挖掘特色农产品，以线上渠道、线下资源等全方位媒体力量进行产品推广，并采用“明星效应+企业家思维”模式。节目有明星，但他们在节目中不再是自带光环的明星身份，而是充满爱心的公益大使，所有参与的明星全部都是零片酬资源参与，职责则是通过下乡选品、产品研发、订货会推广、社区推广等方式，帮助贫困县区走上致富的道路。另一种综艺+公益模式，则是在原本的节目模式基础上，注入公益元素。例如，《天天向上》就加大了公益在节目中的比重，用创新的形式呈现公益主题，如短片“天天向善”，探访全国各地坚守在平凡岗位上的工作者；制作“绿色发展、绿色生活”专题节目，倡导“绿水青山就是金山银山”的公益环保理念；与公益基金合作，建成“天天向上图书室”，帮助孩子完成读书的梦想；关注农民农产品滞销难题，专场节目帮农民卖农产品解决燃眉之急等。《奔跑吧》这一季则联合共青团中央宣传部、浙江团省委、浙江省七彩阳光公益基金会来到天津市静海区团泊镇华源小学，发起了“向阳奔跑，用爱陪伴”公益活动，以“体育+阅读”动静结合的方式将身体好、品德好、学习好的三好品质，传递更多的孩子们。《极限挑战》这一季开启了一段关注留守儿童的暖心之旅，不仅为山里的孩子送去了欢乐，更让全中国的父母懂得了“陪伴式教育”的重要意义。无论是纯公益类节目《我们在行动》，还是将公益注入到节目当中的《天天向上》《奔跑吧》《极限挑战》等，都在潜移默化地发挥着作为媒体的社会责任感，利用自身传播优势，感动观众，带动更多人加入到公益正能量的行动当中，无论对于成年观众还是儿童，都是一种正向引导，也为整个综艺市场吹来了充满爱的清风。曾几何时，我们一提到公益类节目，想到的场景大多是：讲故事、流眼泪，诸如此类的场景，拼泪点来感动受众成为那时公益类节目的常态。但如今，公益类节目从节目类型、形态、制作手法等方面都更加丰富、创新，电视人们也在研究一个课题，综艺+公益如何在保证公益内核的前提下，做到好看。拿去年年底湖南卫视播出的一档《让世界听见》来说，节目定位公益音乐节目，两位歌手汪峰、蔡国庆化身支教老师到山村支教。节目选择“支教”作为切入口，但却用了明星教师和孩子们组乐团这样的方式予以包装，既能看到两位“老师”和孩子们之间的有爱互动，也让很多年轻人深受鼓舞，有了加入到支教老师队伍的想法。近两年，乡村支教、精准扶贫等公益类节目受到越来越多的关注，在很多人看来这类过去听起来有些枯燥的综艺节目类型，如今注入了稍微娱乐化的元素，让节目在有意义的同时也变得有意思了。此外，催泪也不再是公益类节目的必备良药。综艺节目最大的特点是给观众带来欢乐，而公益类节目亦是如此，不苦情、不悲情是新型公益类节目的特点，无论是扶贫还是圆梦，目的都是让受众感受温暖的传递，传递一种幸福感，而如何将公益正能量意义与欢乐温暖氛围平衡，这也将是未来公益类节目的研究课题。综艺市场相比影视剧市场更具短、平、快的特点，也正因如此，综艺节目类型常常出现跟风现象，户外真人秀火了，各大播出平台快马加鞭马上跟风播出；选秀类节目热了，各制作公司马上跟风制作……公益类正能量节目的出现，也用一缕清风吹灭了这股娱乐过剩的火焰，让荧屏少了几分浮躁，多了几分温暖。实际上，不光是电视媒体，纸媒、视频网络平台甚至新媒体都同样具有践行公益、传播正能量的社会责任和使命。新华网娱乐频道就在今年年初开展了《中国明星社会责任》系列活动，邀请娱乐圈明星参与“公益加油”微电影拍摄《爱上中国创造》《爱上阅读》等社会责任活动，并拍摄公益主题大片。践行公益活动、彰显社会责任，是媒体平台、媒体人应有的使命和担当。公益不仅仅是一个口号、一个噱头，它需要全社会共同努力，落到实处，去帮助那些需要帮助的地方、需要帮助的人，让世界充满公益正能量。最后，也希望综艺市场未来有更多有意思更有意义的公益类节目出现，让这缕正能量的清风更加温暖。
